fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,Year
5.3,-1.033222262350835,-1.4187564884603359,-0.9786559935346446,-1.3030990145246129,2010
7.3,0.1332396772784331,-1.3865213056901455,-0.7800405217751177,-1.215751194202019,2010
13.3,-0.2000266881618639,0.41344142550201424,1.879477518054995,-0.238107059127976,2009
6.5,-0.5928811746568156,-0.42459998139267313,-0.23289747324522117,-0.5381076018347202,2009
5.7,-0.13118446368783426,-0.27497592484918304,0.054295282946305534,0.2977126560255395,2012
26.5,-0.5426954599605707,-0.3526117404627231,1.000805938827734,-2.9300684988475476,2013
4.1,-0.49408175642273106,-0.46508649081023146,-0.3091889406447136,-0.6143873764315585,2009
15.7,-1.1847285452514997,-1.5069906747455217,0.05410675378472135,-0.2521664685634208,2010
20.1,0.36592698921159167,0.6709194894705491,-1.1740664695476868,-1.145454147024323,2012
5.3,0.6142157703704098,0.5360378032041727,0.4637177789172978,0.2907328073697555,2009
6.0,-0.3572278039357957,0.2907717026740238,-0.7595851077398846,0.3475354804791459,2012
11.5,-0.2501827422698803,0.5048294521945877,-0.9843118683835097,-0.07248522173502406,2014
23.7,-0.361231983299851,-0.4708440831821786,-1.2737669745140467,-3.7674176759373563,2012
17.3,-0.7380400917507742,-0.666308843323489,0.18450609056735906,1.6219228955537903,2011
15.0,-0.3344188118544993,-0.7879884069536599,0.39383630301256084,0.5682316475048944,2013
7.5,-0.3161013712582444,-0.8972570029815262,-0.01753879230834533,-0.23037755187570585,2015
2.9,-0.04392301413974008,0.4695504467058882,0.05495513501207345,0.3807063802819444,2011
15.5,0.053600998815694675,0.46118910236938143,-0.8968971804483178,-0.29082153516763104,2012
12.1,0.5588097922074952,1.2141501633865308,-0.46692500586152347,-0.36307958744367025,2010
9.3,-0.1979801075981258,0.9775021151329096,-0.11569517777526257,1.025444971842662,2010
10.5,-0.3184020943982778,0.5983444875342039,-0.4364147032072764,-0.7201487022562584,2012
5.3,-0.39952380225515766,-1.0628492657263933,0.5691370017862355,-1.260355750850667,2010
7.0,-0.47085751611087273,0.3393261759250215,-0.0244784850815306,0.49590712047944663,2013
5.5,-0.5582672685988448,-0.1678920412447225,-0.08876692919156154,0.036134518301020185,2014
57.54,5.88679760357403,-3.8858280203186926,-0.9213104334463691,-0.5221225425841083,2015
14.1,-0.8770889277409041,-1.6011291436540582,-0.49451310651099245,-0.6263860686450196,2012
11.5,3.20957653120751,0.7111492909478259,2.4275632123928124,0.5408440508737208,2013
15.3,-0.9545030621126411,-0.39999269170119095,0.19487519445627538,1.5575753384210045,2010
4.1,0.3198937568188584,0.47886527767690773,0.5743843967846295,0.7814161678814795,2011
7.3,-1.1557798114785673,-1.3228944090964416,-1.1438389606355928,-1.6048611380826552,2011
9.3,0.47834061728405447,1.7689693671722386,-0.21869494307001552,0.4451204121639027,2011
26.5,0.06786774158709061,1.4326819655781549,-0.37633674370625664,-0.9746140418266488,2014
11.5,-0.8149203355403001,-0.3450938650726326,-0.4130999302209777,0.857695942478554,2014
4.5,-0.5726526537214685,-0.0017286588431896623,-0.31054006630310566,0.07445721115936832,2011
8.1,-0.25655976866481484,-0.7949928664634477,-0.7786265530630131,-1.2179780982968156,2011
15.3,-0.39112985588471344,-0.09938769378801295,1.2801747348124006,0.6147972092521219,2011
4.5,0.19887855826088122,1.8537196599839236,0.024350567776811,1.4390840981428914,2009
6.5,-0.48236582420905605,-0.03114005427158501,-0.1574229655457781,-0.2537618625419059,2012
4.1,0.22260702856630082,0.1917924554657884,0.10133330876892759,-0.14461032451295458,2012
6.0,0.4831631276329888,1.772493935316554,0.9468838369484901,1.5271926615968792,2015
36.9,5.539504691089957,-4.02195836437574,1.011143621189794,-1.3049935448742558,2010
9.7,-0.09900272583635657,-0.46996394167297656,-0.1395126951926013,0.48404137776433037,2010
9.5,-1.1149965031411537,-1.4701714216156536,-1.0164246689114456,-0.3865784112519173,2013
6.5,-0.6058131909735264,-1.0131946155892189,-0.7856963966235364,-0.5059670606430315,2014
12.5,-0.48619204004584815,-0.9117949792308734,-0.20194726921364664,0.5955195320119552,2012
8.0,0.5024546752318075,0.4929475418220548,0.13881919040312912,-0.20417169971028493,2013
10.0,-0.12614216374842788,0.7449980664844956,0.8014363504214238,1.0376430883034042,2014
4.9,-0.5035731445445617,0.7000008318328309,-0.5632948289730806,0.19933002735142202,2011
7.0,0.018186256884828517,-0.32778441539400555,-0.12449320531734634,0.06581549377592671,2013
4.5,-0.2322974077776055,0.5834554270056869,-0.25325862269943894,0.7817485416271055,2009
18.0,-0.4867259306276379,-0.05787435260984929,0.4212044529735893,0.928159176528827,2013
8.5,-0.14070551239831489,-2.5644440253407748,-1.0168959918156293,-3.29378508857053,2010
20.1,-0.20162835990723313,-0.8420804371991089,3.0420111716185336,-0.08730909078536134,2009
8.9,0.7672347432526014,0.7604738880191473,-0.10658293496416953,1.1197726408215123,2010
8.5,0.8266449007799928,0.7371868105915984,0.08131779611102193,0.15529050607014905,2013
9.5,-0.7510352237130685,-0.14238506507265627,0.11431118186298439,0.40902704966383063,2015
34.1,3.225889854542644,0.6997807964555955,-0.29153004250728004,0.22575374012042196,2012
7.0,-0.48123872186944117,-0.0382545314699905,-0.7150608040720161,-0.5194281973366329,2012
